Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	5.816451
1	CPU Time	115.079983
2	Effective Time	115.079983
3	Idle	0.020000
3	Poor	115.059983
3	Ok	0.0
3	Ideal	0.0
3	Over	0.0
2	Spin Time	0.0
2	Overhead Time	0.0
1	Total Thread Count	22
1	Paused Time	0.0
0	Top Hotspots	
0	Function	Module	CPU Time
0	PageRankPullGS._omp_fn.1	pr	93.674618
0	PageRankPullGS._omp_fn.0	pr	7.071684
0	CSRGraph<int, int, (bool)1>::GenIndex._omp_fn.3	pr	4.024162
0	pvector<float>::fill._omp_fn.2	pr	3.159125
0	BuilderBase<int, int, int, (bool)1>::ParallelPrefixSum._omp_fn.12	pr	1.557991
0	[Others]	N/A	5.592403
0	Effective Physical Core Utilization	45.0% (19.802 out of 44)
1	Effective Logical Core Utilization	22.5% (19.804 out of 88)
0	Collection and Platform Info	
1	Application Command Line	/scratch/tsgoncalves/perf-analysis/stage2/src/gapbs/pr "-f" "./data/com-Friendster/com-Friendster.el" "-i" "500" "-t" "1e-6" 
1	Operating System	4.19.0-25-amd64 10.13
1	Computer Name	blaise
1	Result Size	5985747
1	Collection start time	22:15:25 02/10/2025 UTC
1	Collection stop time	22:15:31 02/10/2025 UTC
1	Collector Type	Driverless Perf per-process counting,User-mode sampling and tracing
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2199989981
2	Logical CPU Count	88
2	Cache Allocation Technology	
3	Level 2 capability	not detected
3	Level 3 capability	available
