Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	8.270672
1	IPC	0.167183
1	SP GFLOPS	3.113322
1	DP GFLOPS	0.958430
1	x87 GFLOPS	0.001079
1	Average CPU Frequency	2800564204.994665
0	Effective Logical Core Utilization	83.8% (73.788 out of 88)
1	Effective Physical Core Utilization	84.1% (37.008 out of 44)
0	Microarchitecture Usage	10.1
1	Retiring	10.1
1	Front-End Bound	16.4
1	Back-End Bound	72.9
2	Memory Bound	69.2
2	Core Bound	3.7
1	Bad Speculation	0.6
0	Memory Bound	69.2
1	L1 Bound	7.4
1	L2 Bound	35.0
1	L3 Bound	2.4
1	DRAM Bound	15.1
2	DRAM Bandwidth Bound	0.0
1	Store Bound	23.3
1	NUMA: % of Remote Accesses	38.0
0	Vectorization	0.0
1	Instruction Mix	
2	SP FLOPs	7.4
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	100.0
2	DP FLOPs	2.3
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	100.0
2	x87 FLOPs	0.0
2	Non-FP	90.3
1	FP Arith/Mem Rd Instr. Ratio	0.527772
1	FP Arith/Mem Wr Instr. Ratio	1.452152
0	Collection and Platform Info	
1	Application Command Line	/scratch/tsgoncalves/perf-analysis/stage2/src/gapbs/pr "-f" "./data/com-Friendster/com-Friendster.el" "-i" "500" "-t" "1e-6" 
1	Operating System	4.19.0-25-amd64 10.13
1	Computer Name	blaise
1	Result Size	3667933
1	Collection start time	23:01:09 02/10/2025 UTC
1	Collection stop time	23:01:17 02/10/2025 UTC
1	Collector Type	Driverless Perf per-process counting
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2199990046
2	Logical CPU Count	88
2	Max DRAM Single-Package Bandwidth	70000000000.000000
2	Cache Allocation Technology	
3	Level 2 capability	not detected
3	Level 3 capability	available
0	Recommendations:
1	Hotspots	Start with Hotspots analysis to understand the efficiency of your algorithm.	Use Hotspots analysis to identify the most time consuming functions. Drill down to see the time spent on every line of code.
1	Memory Access	The Memory Bound metric is high  (69.2%). A significant fraction of execution pipeline slots could be stalled due to demand memory load and stores. 	Use Memory Access analysis to measure metrics that can identify memory access issues.
